artist,title,url
IVE,Off The Record,https://youtu.be/_ApV7Lm87cg?si=bg2gCGkle4OOZJc8
IVE,Baddie,https://youtu.be/Da4P2uT4mVc?si=TgHqC5idJRHwS2rq
IVE,All Night,https://youtu.be/xU8mQMLx0tk?si=h7-p7HVaA2KypXLd
IVE,해야 (HEYA),https://youtu.be/07EzMbVH3QE?si=FPFWwo_G7g_grAmQ
IVE,Accendio,https://youtu.be/PGLx4V680J8?si=2rDNu92ECdB32yET
IVE,REBEL HEART,https://youtu.be/g36q0ZLvygQ?si=MhCfwISqaTfF0u4L
IVE,ATTITUDE,https://youtu.be/38xYeot-ciM?si=gTp3zUCtLOMIklP6
IVE,XOXZ,https://youtu.be/B1ShLiq3EVc?si=2MGwbug7lHLfCJ9r
IVE,BANG BANG,https://youtu.be/9qkpcLK422o?si=mwHc2vZFsCTJrxIL
IVE,BLACKHOLE,https://youtu.be/1Lmy7qwmSMc?si=_Xz7LvxWM9KcNjeG
ENHYPEN,Knife,https://youtu.be/R6e4tBWxIxE?si=Lp-qhyPsysHrslcJ
ENHYPEN,Shine On Me,https://youtu.be/HmAtJr0Mhh4?si=hOAc2oC8I-0kPIQa
ENHYPEN,Outside,https://youtu.be/uHG-2mCfyT4?si=Wqstzb5mtY4b1kCP
ENHYPEN,Bad Desire (With or Without You),https://youtu.be/a2Zqdo9RbNs?si=W7iiXjcoNahGDy55
ENHYPEN,No Doubt,https://youtu.be/rDolt3jJRsM?si=LSsYIWG8brzrRG-e
ENHYPEN,Brought The Heat Back,https://youtu.be/yjxLMzeV76Q?si=QCfH5aIs0xjvsbAH
ENHYPEN,XO (Only If You Say Yes),https://youtu.be/FPDYeRk2PO8?si=4qGtwNYGIz4rSo3O
ENHYPEN,Fatal Trouble,https://youtu.be/D4NkQ9z65w8?si=dfCUBGPMIxUgbJfw
ENHYPEN,Sweet Venom,https://youtu.be/qedonJosQ3g?si=enXLajKES96HF91R
ENHYPEN,Sacrifice (Eat Me Up),https://youtu.be/HROTJfbtcU4?si=O2PwLTEmNUo7h_bz
ENHYPEN,Bite Me,https://youtu.be/wXFLzODIdUI?si=BHVSIqKYOz0SYL9G
ENHYPEN,One In A Billion,https://youtu.be/_ATqY9GFRh0?si=FVRR4qb-h8xlIFxo
ENHYPEN,ParadoXXX Invasion,https://youtu.be/HOciAVeq_HU?si=cWejz2s0cVUsHbsZ
ENHYPEN,Future Perfect (Pass the MIC),https://youtu.be/QMlNLo74mOw?si=qsxFT7QD1Zq2wKnN
ENHYPEN,Blessed-Cursed,https://youtu.be/osmHArcf_aE?si=j4XDoA6KNXK2Fugm
ENHYPEN,Tamed-Dashed,https://youtu.be/6IRsW_TkyVA?si=3vOP9mI5M43v7sKj
ENHYPEN,FEVER,https://youtu.be/X7d6Dt17yHk?si=lPxAWYn6NR7krXWu
ENHYPEN,Drunk-Dazed,https://youtu.be/Fc7-Oe0tj5k?si=q5L3qhkPggedP7LR
ENHYPEN,Let Me In (20 CUBE),https://youtu.be/FKG48r9Wl8o?si=wpupdE1qaoaur5hZ
ENHYPEN,Given-Taken,https://youtu.be/nQ6wLuYvGd4?si=-KepV18QmABo_fYI
BOYNEXTDOOR,돌아버리겠다,https://youtu.be/_ItgMr1bMYc?si=KqpJtlG1skn4lBsC
BOYNEXTDOOR,One and Only,https://youtu.be/jizAb-SLvtM?si=dfFjRlF8G0qBzJVy
BOYNEXTDOOR,Serenade,https://youtu.be/Uyq9OE8lIz8?si=pELaWten-WMnqRon
BOYNEXTDOOR,뭣 같아,https://youtu.be/97_-_WugRFA?si=nNFtrZDrJWFUCNIk
BOYNEXTDOOR,ABCDLOVE,https://youtu.be/Nsm56FuORYc?si=fKj2BsHk9M9t8bQg
BOYNEXTDOOR,"Earth, Wind & Fire",https://youtu.be/u9nP3qXQA4o?si=Eqh9u6QMb6EIMLnl
BOYNEXTDOOR,부모님 관람불가,https://youtu.be/YkCXVgcsGTU?si=KEyBGszLIJKyHuZ_
BOYNEXTDOOR,Nice Guy,https://youtu.be/HJlc_tFkB3M?si=GrCuc-vZSNyfjupJ
BOYNEXTDOOR,오늘만 I LOVE YOU,https://youtu.be/B4mLKcVIERs?si=kk7a6pP05WpP0IUy
BOYNEXTDOOR,I Feel Good,https://youtu.be/ic31SJ4uK4Y?si=B5ZwxB84Gm7VJ92o
BOYNEXTDOOR,Count To Love,https://youtu.be/Dbxfo8YBkYE?si=XEDJXKmMm93OZsKb
BOYNEXTDOOR,Hollywood Action,https://youtu.be/yAtew9dZX_E?si=csX1D64D8Sisxg8L
BOYNEXTDOOR,똑똑똑,https://youtu.be/WxGWMI2B7r8?si=CF6FA86CByLgtfAt
Stray Kids,신선놀음 (DIVINE),https://youtu.be/E8i32NXMxnc?si=HdeRgGnN7Jx8vBgE
Stray Kids,Do It,https://youtu.be/NED7nev2ywQ?si=pMZ9y8dAihUsDMtf
Stray Kids,CEREMONY,https://youtu.be/P7vBoGWoReg?si=gtS67COHlFp3zvpn
Stray Kids,Walkin On Water,https://youtu.be/ovHoY8UBIu8?si=c3cljy2v3v4eP0kC
Stray Kids,JJAM,https://youtu.be/7ytGFxD-FcI?si=tBmaUSAIYSVdczlY
Stray Kids,Chk Chk Boom,https://youtu.be/0P0aQreFs8w?si=0EgH_TL85vz2shBH
Stray Kids,락 (樂) (LALALALA),https://youtu.be/dBDkYofMUs4?si=Xc9pY2syozOZ50Nt
Stray Kids,특(S-Class),https://youtu.be/JsOOis4bBFg?si=wVcomcBSmg5bajqH
Stray Kids,CASE 143,https://youtu.be/jYSlpC6Ud2A?si=1fXL15Fvk3jdfSE2
Stray Kids,Time Out,https://youtu.be/ukIGxgdbqqI?si=omeevyp2AEw0z7Vz
Stray Kids,MANIAC,https://youtu.be/OvioeS1ZZ7o?si=dh8UGHGmwV5n3fjy
Stray Kids,Winter Falls,https://youtu.be/S4qK-Gzyws0?si=rNy32_RP4UvaBkl7
Stray Kids,Christmas EveL,https://youtu.be/57n4dZAPxNY?si=CnR2bwJNlYmXiXOg
Stray Kids,소리꾼(Thunderous),https://youtu.be/EaswWiwMVs8?si=YF8DpSKYYVWd7Twt
Stray Kids,애(Mixtape : OH),https://youtu.be/M7lIml8-eHU?si=iHOFxELMGFR7aoi4
Stray Kids,Back Door,https://youtu.be/X-uJtV8ScYk?si=X2myPoOrSmiQ1NBH
Stray Kids,Easy,https://youtu.be/XZSv3aMGg5Q?si=uxZZaCxfQbrOBWQ1
Stray Kids,神메뉴(God's Menu),https://youtu.be/TQTlCHxyuu8?si=ctKvKYgSKrAv5SB2
Stray Kids,바보라도 알아(Mixtape : On Track),https://youtu.be/XkxWIAe3NDU?si=yv845iwoUoYYI8i9
